Category,Condition,UserQuery,BotResponse
General & Everyday Illnesses,Headache,Do I need a doctor for headache?,Headache is pain in head or upper neck. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Headache,What should I do about headache?,Headache is pain in head or upper neck. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Headache,Help me with headache,Headache is pain in head or upper neck. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Headache,Information about headache,Headache is pain in head or upper neck. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Headache,Explain headache,Headache is pain in head or upper neck. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Headache,I have headache,Headache is pain in head or upper neck. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Headache,I think I have headache,Headache is pain in head or upper neck. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Headache,Symptoms of headache,Headache is pain in head or upper neck. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Headache,Treatment for headache,Headache is pain in head or upper neck. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Headache,Cure for headache,Headache is pain in head or upper neck. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Headache,Home remedies for headache,Headache is pain in head or upper neck. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Headache,Prevention of headache,Headache is pain in head or upper neck. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Vomiting,Can you tell me about vomiting?,Vomiting is forceful expulsion of stomach contents. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Vomiting,What is vomiting?,Vomiting is forceful expulsion of stomach contents. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Vomiting,Tell me about vomiting,Vomiting is forceful expulsion of stomach contents. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Vomiting,I want to know about vomiting,Vomiting is forceful expulsion of stomach contents. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Vomiting,What are symptoms of vomiting?,Vomiting is forceful expulsion of stomach contents. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Vomiting,How do I treat vomiting?,Vomiting is forceful expulsion of stomach contents. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Vomiting,What causes vomiting?,Vomiting is forceful expulsion of stomach contents. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Vomiting,Is vomiting serious?,Vomiting is forceful expulsion of stomach contents. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Vomiting,Do I need a doctor for vomiting?,Vomiting is forceful expulsion of stomach contents. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Vomiting,What should I do about vomiting?,Vomiting is forceful expulsion of stomach contents. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Vomiting,Help me with vomiting,Vomiting is forceful expulsion of stomach contents. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Vomiting,Information about vomiting,Vomiting is forceful expulsion of stomach contents. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Vomiting,Explain vomiting,Vomiting is forceful expulsion of stomach contents. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
General & Everyday Illnesses,Vomiting,I have vomiting,Vomiting is forceful expulsion of stomach contents. It's a condition under the 'General & Everyday Illnesses' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
